index,id,menuCommandString,menu_en,menu_ja,extendscript,applescript,jxa,minVersion,maxVersion
521,menuCommandString_401,Lock Perspective Grid,View > Perspective Grid > Lock Grid,表示 > 遠近グリッド > グリッドをロック|ロック解除,app.executeMenuCommand('Lock Perspective Grid');,"execute menu command menu command string ""Lock Perspective Grid""",app.executeMenuCommand({menuCommandString: 'Lock Perspective Grid'});,16,99
522,menuCommandString_402,Lock Station Point,View > Perspective Grid > Lock Station Point,表示 > 遠近グリッド > 測点をロック|ロック解除,app.executeMenuCommand('Lock Station Point');,"execute menu command menu command string ""Lock Station Point""",app.executeMenuCommand({menuCommandString: 'Lock Station Point'});,16,99
523,menuCommandString_403,Define Perspective Grid,View > Perspective Grid > Define Grid…,表示 > 遠近グリッド > グリッドを定義...,app.executeMenuCommand('Define Perspective Grid');,"execute menu command menu command string ""Define Perspective Grid""",app.executeMenuCommand({menuCommandString: 'Define Perspective Grid'});,16,99
524,menuCommandString_404,Save Perspective Grid as Preset,View > Perspective Grid > Save Grid as Preset…,表示 > 遠近グリッド > グリッドをプリセットとして保存...,app.executeMenuCommand('Save Perspective Grid as Preset');,"execute menu command menu command string ""Save Perspective Grid as Preset""",app.executeMenuCommand({menuCommandString: 'Save Perspective Grid as Preset'});,16,99
525,menuCommandString_405,ruler,View > Rulers > Show Rulers,表示 > 定規 > 定規を表表示|隠す,app.executeMenuCommand('ruler');,"execute menu command menu command string ""ruler""",app.executeMenuCommand({menuCommandString: 'ruler'});,16,99
526,menuCommandString_406,rulerCoordinateSystem,View > Rulers > Change to Global Rulers,表示 > 定規 > アートボード定規に変更,app.executeMenuCommand('rulerCoordinateSystem');,"execute menu command menu command string ""rulerCoordinateSystem""",app.executeMenuCommand({menuCommandString: 'rulerCoordinateSystem'});,16,99
527,menuCommandString_407,videoruler,View > Rulers > Show Video Rulers,表示 > 定規 > ビデオ定規を表示|隠す,app.executeMenuCommand('videoruler');,"execute menu command menu command string ""videoruler""",app.executeMenuCommand({menuCommandString: 'videoruler'});,16,99
528,menuCommandString_408,textthreads,View > Show Text Threads,表示 > テキストのスレッドを表示|隠す,app.executeMenuCommand('textthreads');,"execute menu command menu command string ""textthreads""",app.executeMenuCommand({menuCommandString: 'textthreads'});,16,99
529,menuCommandString_409,showguide,View > Guides > Hide Guides,表示 > ガイド > ガイドを表示|隠す,app.executeMenuCommand('showguide');,"execute menu command menu command string ""showguide""",app.executeMenuCommand({menuCommandString: 'showguide'});,16,99
530,menuCommandString_410,lockguide,View > Guides > Lock Guides,表示 > ガイド > ガイドをロック|ロック解除,app.executeMenuCommand('lockguide');,"execute menu command menu command string ""lockguide""",app.executeMenuCommand({menuCommandString: 'lockguide'});,16,99
531,menuCommandString_411,makeguide,View > Guides > Make Guides,表示 > ガイド > ガイドを作成,app.executeMenuCommand('makeguide');,"execute menu command menu command string ""makeguide""",app.executeMenuCommand({menuCommandString: 'makeguide'});,16,99
532,menuCommandString_412,releaseguide,View > Guides > Release Guides,表示 > ガイド > ガイドを解除,app.executeMenuCommand('releaseguide');,"execute menu command menu command string ""releaseguide""",app.executeMenuCommand({menuCommandString: 'releaseguide'});,16,99
533,menuCommandString_413,clearguide,View > Guides > Clear Guides,表示 > ガイド > ガイドを消去,app.executeMenuCommand('clearguide');,"execute menu command menu command string ""clearguide""",app.executeMenuCommand({menuCommandString: 'clearguide'});,16,99
534,menuCommandString_414,showgrid,View > Show Grid,表示 > グリッドを表示|隠す,app.executeMenuCommand('showgrid');,"execute menu command menu command string ""showgrid""",app.executeMenuCommand({menuCommandString: 'showgrid'});,16,99
535,menuCommandString_415,snapgrid,View > Snap to Grid,表示 > グリッドにスナップ,app.executeMenuCommand('snapgrid');,"execute menu command menu command string ""snapgrid""",app.executeMenuCommand({menuCommandString: 'snapgrid'});,16,99
536,menuCommandString_416,snappoint,View > Snap to Point,表示 > ポイントにスナップ,app.executeMenuCommand('snappoint');,"execute menu command menu command string ""snappoint""",app.executeMenuCommand({menuCommandString: 'snappoint'});,16,99
537,menuCommandString_417,newview,View > New View…,表示 > 新規表示...,app.executeMenuCommand('newview');,"execute menu command menu command string ""newview""",app.executeMenuCommand({menuCommandString: 'newview'});,16,99
538,menuCommandString_418,editview,View > Edit Views…,表示 > 表示の編集...,app.executeMenuCommand('editview');,"execute menu command menu command string ""editview""",app.executeMenuCommand({menuCommandString: 'editview'});,16,99
539,menuCommandString_419,newwindow,Window > New Window,ウィンドウ > 新規ウィンドウ,app.executeMenuCommand('newwindow');,"execute menu command menu command string ""newwindow""",app.executeMenuCommand({menuCommandString: 'newwindow'});,16,99
540,menuCommandString_420,cascade,Window > Arrange > Cascade,ウィンドウ > アレンジ > 重ねて表示,app.executeMenuCommand('cascade');,"execute menu command menu command string ""cascade""",app.executeMenuCommand({menuCommandString: 'cascade'});,16,99
541,menuCommandString_421,tile,Window > Arrange > Tile,ウィンドウ > アレンジ > 並べて表示,app.executeMenuCommand('tile');,"execute menu command menu command string ""tile""",app.executeMenuCommand({menuCommandString: 'tile'});,16,99
542,menuCommandString_422,floatInWindow,Window > Arrange > Float in Window,ウィンドウ > アレンジ > ウィンドウを分離,app.executeMenuCommand('floatInWindow');,"execute menu command menu command string ""floatInWindow""",app.executeMenuCommand({menuCommandString: 'floatInWindow'});,16,99
543,menuCommandString_423,floatAllInWindows,Window > Arrange > Float All in Windows,ウィンドウ > アレンジ > すべてのウィンドウを分離,app.executeMenuCommand('floatAllInWindows');,"execute menu command menu command string ""floatAllInWindows""",app.executeMenuCommand({menuCommandString: 'floatAllInWindows'});,16,99
544,menuCommandString_424,consolidateAllWindows,Window > Arrange > Consolidate All Windows,ウィンドウ > アレンジ > すべてのウィンドウを統合,app.executeMenuCommand('consolidateAllWindows');,"execute menu command menu command string ""consolidateAllWindows""",app.executeMenuCommand({menuCommandString: 'consolidateAllWindows'});,16,99
545,menuCommandString_425,Browse Add-Ons Menu,Window > Find Extensions on Exchange…,ウィンドウ > Exchange でエクステンションを検索...,app.executeMenuCommand('Browse Add-Ons Menu');,"execute menu command menu command string ""Browse Add-Ons Menu""",app.executeMenuCommand({menuCommandString: 'Browse Add-Ons Menu'});,19,99
546,menuCommandString_426,Adobe Reset Workspace,Window > Reset Workspace,ウィンドウ > ワークスペース > 「現在のワークスペース」をリセット,app.executeMenuCommand('Adobe Reset Workspace');,"execute menu command menu command string ""Adobe Reset Workspace""",app.executeMenuCommand({menuCommandString: 'Adobe Reset Workspace'});,16,99
547,menuCommandString_427,Adobe New Workspace,Window > Workspace > New Workspace…,ウィンドウ > ワークスペース > 新規ワークスペース...,app.executeMenuCommand('Adobe New Workspace');,"execute menu command menu command string ""Adobe New Workspace""",app.executeMenuCommand({menuCommandString: 'Adobe New Workspace'});,16,99
548,menuCommandString_428,Adobe Manage Workspace,Window > Workspace > Manage Workspaces…,ウィンドウ > ワークスペース > ワークスペースの管理...,app.executeMenuCommand('Adobe Manage Workspace');,"execute menu command menu command string ""Adobe Manage Workspace""",app.executeMenuCommand({menuCommandString: 'Adobe Manage Workspace'});,16,99
549,menuCommandString_429,drover control palette plugin,Window > Control,ウィンドウ > コントロール,app.executeMenuCommand('drover control palette plugin');,"execute menu command menu command string ""drover control palette plugin""",app.executeMenuCommand({menuCommandString: 'drover control palette plugin'});,16,99
550,menuCommandString_490,Default ToolBar,Window > Toolbars > Default,ウィンドウ > ツールバー > 初期設定,app.executeMenuCommand('Default ToolBar');,"execute menu command menu command string ""Default ToolBar""",app.executeMenuCommand({menuCommandString: 'Default ToolBar'});,17,22.9
551,menuCommandString_430,Adobe Basic Toolbar Menu,Window > Toolbars > Basic,ウィンドウ > ツールバー > 基本,app.executeMenuCommand('Adobe Basic Toolbar Menu');,"execute menu command menu command string ""Adobe Basic Toolbar Menu""",app.executeMenuCommand({menuCommandString: 'Adobe Basic Toolbar Menu'});,23,99
552,menuCommandString_431,Adobe Advanced Toolbar Menu,Window > Toolbars > Advanced,ウィンドウ > ツールバー > 詳細,app.executeMenuCommand('Adobe Advanced Toolbar Menu');,"execute menu command menu command string ""Adobe Advanced Toolbar Menu""",app.executeMenuCommand({menuCommandString: 'Adobe Advanced Toolbar Menu'});,23,99
553,menuCommandString_584,Adobe Quick Toolbar Menu,Window > Toolbars > Getting Started,ウィンドウ > ツールバー > はじめに,app.executeMenuCommand('Adobe Quick Toolbar Menu');,"execute menu command menu command string ""Adobe Quick Toolbar Menu""",app.executeMenuCommand({menuCommandString: 'Adobe Quick Toolbar Menu'});,29.3,99.0
554,menuCommandString_432,New Tools Panel,Window > Toolbars > New Toolbar…,ウィンドウ > ツールバー > 新しいツールバー...,app.executeMenuCommand('New Tools Panel');,"execute menu command menu command string ""New Tools Panel""",app.executeMenuCommand({menuCommandString: 'New Tools Panel'});,17,99
555,menuCommandString_433,Manage Tools Panel,Window > Toolbars > Manage Toolbars…,ウィンドウ > ツールバー > ツールバーを管理...,app.executeMenuCommand('Manage Tools Panel');,"execute menu command menu command string ""Manage Tools Panel""",app.executeMenuCommand({menuCommandString: 'Manage Tools Panel'});,17,99
556,menuCommandString_434,Adobe Illustrator Kuler Panel,Window > Color Themes,ウィンドウ > Adobe Color テーマ,app.executeMenuCommand('Adobe Illustrator Kuler Panel');,"execute menu command menu command string ""Adobe Illustrator Kuler Panel""",app.executeMenuCommand({menuCommandString: 'Adobe Illustrator Kuler Panel'});,16,25.9
557,menuCommandString_511,Adobe 3D Panel,Window > 3D and Materials,ウィンドウ > 3D とマテリアル,app.executeMenuCommand('Adobe 3D Panel');,"execute menu command menu command string ""Adobe 3D Panel""",app.executeMenuCommand({menuCommandString: 'Adobe 3D Panel'});,26,99
558,menuCommandString_496,Adobe CSXS Extension com.adobe.DesignLibraries.angularライブラリ,Window > Libraries,ウィンドウ > ライブラリ,app.executeMenuCommand('Adobe CSXS Extension com.adobe.DesignLibraries.angularライブラリ');,"execute menu command menu command string ""Adobe CSXS Extension com.adobe.DesignLibraries.angularライブラリ""",app.executeMenuCommand({menuCommandString: 'Adobe CSXS Extension com.adobe.DesignLibraries.angularライブラリ'});,18.1,22.9
559,menuCommandString_497,Adobe CSXS Extension com.adobe.DesignLibraries.angularCC ライブラリ,Window > Libraries,ウィンドウ > CC ライブラリ,app.executeMenuCommand('Adobe CSXS Extension com.adobe.DesignLibraries.angularCC ライブラリ');,"execute menu command menu command string ""Adobe CSXS Extension com.adobe.DesignLibraries.angularCC ライブラリ""",app.executeMenuCommand({menuCommandString: 'Adobe CSXS Extension com.adobe.DesignLibraries.angularCC ライブラリ'});,23,99
560,menuCommandString_435,CSS Menu Item,Window > CSS Properties,ウィンドウ > CSS プロパティ,app.executeMenuCommand('CSS Menu Item');,"execute menu command menu command string ""CSS Menu Item""",app.executeMenuCommand({menuCommandString: 'CSS Menu Item'});,16,99
561,menuCommandString_556,ReTypeWindowMenu,Window > Retype (Beta),ウィンドウ > Retype (Beta),app.executeMenuCommand('ReTypeWindowMenu');,"execute menu command menu command string ""ReTypeWindowMenu""",app.executeMenuCommand({menuCommandString: 'ReTypeWindowMenu'});,27.6,29.2
562,menuCommandString_582,ReTypeWindowMenu,Window > Retype,ウィンドウ > Retype,app.executeMenuCommand('ReTypeWindowMenu');,"execute menu command menu command string ""ReTypeWindowMenu""",app.executeMenuCommand({menuCommandString: 'ReTypeWindowMenu'});,29.3,99.0
563,menuCommandString_436,Adobe SVG Interactivity Palette,Window > SVG Interactivity,ウィンドウ > SVG インタラクティビティ,app.executeMenuCommand('Adobe SVG Interactivity Palette');,"execute menu command menu command string ""Adobe SVG Interactivity Palette""",app.executeMenuCommand({menuCommandString: 'Adobe SVG Interactivity Palette'});,16,99
564,menuCommandString_437,Adobe Action Palette,Window > Actions,ウィンドウ > アクション,app.executeMenuCommand('Adobe Action Palette');,"execute menu command menu command string ""Adobe Action Palette""",app.executeMenuCommand({menuCommandString: 'Adobe Action Palette'});,16,99
565,menuCommandString_438,Adobe SmartExport Panel Menu Item,Window > Asset Export,ウィンドウ > アセットの書き出し,app.executeMenuCommand('Adobe SmartExport Panel Menu Item');,"execute menu command menu command string ""Adobe SmartExport Panel Menu Item""",app.executeMenuCommand({menuCommandString: 'Adobe SmartExport Panel Menu Item'});,20,99
566,menuCommandString_439,Style Palette,Window > Appearance,ウィンドウ > アピアランス,app.executeMenuCommand('Style Palette');,"execute menu command menu command string ""Style Palette""",app.executeMenuCommand({menuCommandString: 'Style Palette'});,16,99
567,menuCommandString_440,Adobe Artboard Palette,Window > Artboards,ウィンドウ > アートボード,app.executeMenuCommand('Adobe Artboard Palette');,"execute menu command menu command string ""Adobe Artboard Palette""",app.executeMenuCommand({menuCommandString: 'Adobe Artboard Palette'});,16,99
568,menuCommandString_441,Adobe Color Palette,Window > Color,ウィンドウ > カラー,app.executeMenuCommand('Adobe Color Palette');,"execute menu command menu command string ""Adobe Color Palette""",app.executeMenuCommand({menuCommandString: 'Adobe Color Palette'});,16,99
569,menuCommandString_442,Adobe Harmony Palette,Window > Color Guide,ウィンドウ > カラーガイド,app.executeMenuCommand('Adobe Harmony Palette');,"execute menu command menu command string ""Adobe Harmony Palette""",app.executeMenuCommand({menuCommandString: 'Adobe Harmony Palette'});,16,99
570,menuCommandString_443,Adobe Gradient Palette,Window > Gradient,ウィンドウ > グラデーション,app.executeMenuCommand('Adobe Gradient Palette');,"execute menu command menu command string ""Adobe Gradient Palette""",app.executeMenuCommand({menuCommandString: 'Adobe Gradient Palette'});,16,99
571,menuCommandString_444,Adobe Style Palette,Window > Graphic Styles,ウィンドウ > グラフィックスタイル,app.executeMenuCommand('Adobe Style Palette');,"execute menu command menu command string ""Adobe Style Palette""",app.executeMenuCommand({menuCommandString: 'Adobe Style Palette'});,16,99
572,menuCommandString_512,Adobe Commenting Palette,Window > Comments,ウィンドウ > コメント,app.executeMenuCommand('Adobe Commenting Palette');,"execute menu command menu command string ""Adobe Commenting Palette""",app.executeMenuCommand({menuCommandString: 'Adobe Commenting Palette'});,26,99
573,menuCommandString_445,Adobe Symbol Palette,Window > Symbols,ウィンドウ > シンボル,app.executeMenuCommand('Adobe Symbol Palette');,"execute menu command menu command string ""Adobe Symbol Palette""",app.executeMenuCommand({menuCommandString: 'Adobe Symbol Palette'});,16,99
574,menuCommandString_446,Adobe Swatches Menu Item,Window > Swatches,ウィンドウ > スウォッチ,app.executeMenuCommand('Adobe Swatches Menu Item');,"execute menu command menu command string ""Adobe Swatches Menu Item""",app.executeMenuCommand({menuCommandString: 'Adobe Swatches Menu Item'});,16,99
575,menuCommandString_563,Generate,Window > Text to Vector Graphic (Beta),ウィンドウ > テキストからベクター生成 (Beta),app.executeMenuCommand('Generate');,"execute menu command menu command string ""Generate""",app.executeMenuCommand({menuCommandString: 'Generate'});,28.0,28.5
576,menuCommandString_447,DocInfo1,Window > Document Info,ウィンドウ > ドキュメント情報,app.executeMenuCommand('DocInfo1');,"execute menu command menu command string ""DocInfo1""",app.executeMenuCommand({menuCommandString: 'DocInfo1'});,16,99
577,menuCommandString_448,AdobeNavigator,Window > Navigator,ウィンドウ > ナビゲーター,app.executeMenuCommand('AdobeNavigator');,"execute menu command menu command string ""AdobeNavigator""",app.executeMenuCommand({menuCommandString: 'AdobeNavigator'});,16,99
578,menuCommandString_529,,Window > Version History,ウィンドウ > バージョン履歴,app.executeMenuCommand('');,"execute menu command menu command string """"",app.executeMenuCommand({menuCommandString: ''});,24.0,25.9
579,menuCommandString_530,Adobe Version History File Menu Item,Window > Version History,ウィンドウ > バージョン履歴,app.executeMenuCommand('Adobe Version History File Menu Item');,"execute menu command menu command string ""Adobe Version History File Menu Item""",app.executeMenuCommand({menuCommandString: 'Adobe Version History File Menu Item'});,26,99
580,menuCommandString_449,Adobe PathfinderUI,Window > Pathfinder,ウィンドウ > パスファインダー,app.executeMenuCommand('Adobe PathfinderUI');,"execute menu command menu command string ""Adobe PathfinderUI""",app.executeMenuCommand({menuCommandString: 'Adobe PathfinderUI'});,16,99
581,menuCommandString_450,Adobe Pattern Panel Toggle,Window > Pattern Options,ウィンドウ > パターンオプション,app.executeMenuCommand('Adobe Pattern Panel Toggle');,"execute menu command menu command string ""Adobe Pattern Panel Toggle""",app.executeMenuCommand({menuCommandString: 'Adobe Pattern Panel Toggle'});,16,99
582,menuCommandString_528,Adobe HistoryPanel Menu Item,Window > History,ウィンドウ > ヒストリー,app.executeMenuCommand('Adobe HistoryPanel Menu Item');,"execute menu command menu command string ""Adobe HistoryPanel Menu Item”",app.executeMenuCommand({menuCommandString: 'Adobe HistoryPanel Menu Item'});,26.4,26.9
583,menuCommandString_554,Adobe History Panel Menu Item,Window > History,ウィンドウ > ヒストリー,app.executeMenuCommand('Adobe History Panel Menu Item');,"execute menu command menu command string ""Adobe History Panel Menu Item""",app.executeMenuCommand({menuCommandString: 'Adobe History Panel Menu Item'});,27.0,99.0
584,menuCommandString_451,Adobe BrushManager Menu Item,Window > Brushes,ウィンドウ > ブラシ,app.executeMenuCommand('Adobe BrushManager Menu Item');,"execute menu command menu command string ""Adobe BrushManager Menu Item""",app.executeMenuCommand({menuCommandString: 'Adobe BrushManager Menu Item'});,16,99
585,menuCommandString_452,,Window > Properties,ウィンドウ > プロパティ,app.executeMenuCommand('');,"execute menu command menu command string """"",app.executeMenuCommand({menuCommandString: ''});,22,99
586,menuCommandString_531,Adobe Property Palette,Window > Properties,ウィンドウ > プロパティ,app.executeMenuCommand('Adobe Property Palette');,"execute menu command menu command string ""Adobe Property Palette""",app.executeMenuCommand({menuCommandString: 'Adobe Property Palette'});,26,99
587,menuCommandString_564,Adobe Vector Edge Panel,Window > Mockup (Beta),ウィンドウ > モックアップ (Beta),app.executeMenuCommand('Adobe Vector Edge Panel');,"execute menu command menu command string ""Adobe Vector Edge Panel""",app.executeMenuCommand({menuCommandString: 'Adobe Vector Edge Panel'});,28.0,28.9
588,menuCommandString_575,Adobe Vector Edge Panel,Window > Mockup,ウィンドウ > モックアップ,app.executeMenuCommand('Adobe Vector Edge Panel');,"execute menu command menu command string ""Adobe Vector Edge Panel""",app.executeMenuCommand({menuCommandString: 'Adobe Vector Edge Panel'});,29.0,99.0
589,menuCommandString_453,Adobe Learn Panel Menu Item,Window > Learn,ウィンドウ > ラーニング,app.executeMenuCommand('Adobe Learn Panel Menu Item');,"execute menu command menu command string ""Adobe Learn Panel Menu Item""",app.executeMenuCommand({menuCommandString: 'Adobe Learn Panel Menu Item'});,17,25.9
590,menuCommandString_454,Adobe LinkPalette Menu Item,Window > Links,ウィンドウ > リンク,app.executeMenuCommand('Adobe LinkPalette Menu Item');,"execute menu command menu command string ""Adobe LinkPalette Menu Item""",app.executeMenuCommand({menuCommandString: 'Adobe LinkPalette Menu Item'});,16,99
591,menuCommandString_455,AdobeLayerPalette1,Window > Layers,ウィンドウ > レイヤー,app.executeMenuCommand('AdobeLayerPalette1');,"execute menu command menu command string ""AdobeLayerPalette1""",app.executeMenuCommand({menuCommandString: 'AdobeLayerPalette1'});,16,99
592,menuCommandString_456,Adobe Flattening Preview,Window > Flattener Preview,ウィンドウ > 分割・統合プレビュー,app.executeMenuCommand('Adobe Flattening Preview');,"execute menu command menu command string ""Adobe Flattening Preview""",app.executeMenuCommand({menuCommandString: 'Adobe Flattening Preview'});,16,99
593,menuCommandString_457,Adobe Separation Preview Panel,Window > Separations Preview,ウィンドウ > 分版プレビュー,app.executeMenuCommand('Adobe Separation Preview Panel');,"execute menu command menu command string ""Adobe Separation Preview Panel""",app.executeMenuCommand({menuCommandString: 'Adobe Separation Preview Panel'});,16,99
594,menuCommandString_458,AdobeTransformObjects1,Window > Transform,ウィンドウ > 変形,app.executeMenuCommand('AdobeTransformObjects1');,"execute menu command menu command string ""AdobeTransformObjects1""",app.executeMenuCommand({menuCommandString: 'AdobeTransformObjects1'});,16,99
595,menuCommandString_459,Adobe Variables Palette Menu Item,Window > Variables,ウィンドウ > 変数,app.executeMenuCommand('Adobe Variables Palette Menu Item');,"execute menu command menu command string ""Adobe Variables Palette Menu Item""",app.executeMenuCommand({menuCommandString: 'Adobe Variables Palette Menu Item'});,16,99
596,menuCommandString_460,internal palettes posing as plug-in menus-attributes,Window > Attributes,ウィンドウ > 属性,app.executeMenuCommand('internal palettes posing as plug-in menus-attributes');,"execute menu command menu command string ""internal palettes posing as plug-in menus-attributes""",app.executeMenuCommand({menuCommandString: 'internal palettes posing as plug-in menus-attributes'});,16,99
597,menuCommandString_461,internal palettes posing as plug-in menus-info,Window > Info,ウィンドウ > 情報,app.executeMenuCommand('internal palettes posing as plug-in menus-info');,"execute menu command menu command string ""internal palettes posing as plug-in menus-info""",app.executeMenuCommand({menuCommandString: 'internal palettes posing as plug-in menus-info'});,16,99
598,menuCommandString_462,AdobeAlignObjects2,Window > Align,ウィンドウ > 整列,app.executeMenuCommand('AdobeAlignObjects2');,"execute menu command menu command string ""AdobeAlignObjects2""",app.executeMenuCommand({menuCommandString: 'AdobeAlignObjects2'});,16,99
599,menuCommandString_463,internal palettes posing as plug-in menus-opentype,Window > Type > OpenType,ウィンドウ > 書式 > OpenType,app.executeMenuCommand('internal palettes posing as plug-in menus-opentype');,"execute menu command menu command string ""internal palettes posing as plug-in menus-opentype""",app.executeMenuCommand({menuCommandString: 'internal palettes posing as plug-in menus-opentype'});,16,99
600,menuCommandString_464,internal palettes posing as plug-in menus-tab,Window > Type > Tabs,ウィンドウ > 書式 > タブ,app.executeMenuCommand('internal palettes posing as plug-in menus-tab');,"execute menu command menu command string ""internal palettes posing as plug-in menus-tab""",app.executeMenuCommand({menuCommandString: 'internal palettes posing as plug-in menus-tab'});,16,99
601,menuCommandString_465,alternate glyph palette plugin 2,Window > Type > Glyphs,ウィンドウ > 書式 > 字形,app.executeMenuCommand('alternate glyph palette plugin 2');,"execute menu command menu command string ""alternate glyph palette plugin 2""",app.executeMenuCommand({menuCommandString: 'alternate glyph palette plugin 2'});,16,99
602,menuCommandString_466,internal palettes posing as plug-in menus-character,Window > Type > Character,ウィンドウ > 書式 > 文字,app.executeMenuCommand('internal palettes posing as plug-in menus-character');,"execute menu command menu command string ""internal palettes posing as plug-in menus-character""",app.executeMenuCommand({menuCommandString: 'internal palettes posing as plug-in menus-character'});,16,99
603,menuCommandString_467,Character Styles,Window > Type > Character Styles,ウィンドウ > 書式 > 文字スタイル,app.executeMenuCommand('Character Styles');,"execute menu command menu command string ""Character Styles""",app.executeMenuCommand({menuCommandString: 'Character Styles'});,16,99
604,menuCommandString_579,ReflowWindowMenu,Window > Type > Reflow Viewer,ウィンドウ > 書式 > 文字組み更新,app.executeMenuCommand('ReflowWindowMenu');,"execute menu command menu command string ""ReflowWindowMenu""",app.executeMenuCommand({menuCommandString: 'ReflowWindowMenu'});,29.0,99.0
605,menuCommandString_468,internal palettes posing as plug-in menus-paragraph,Window > Type > Paragraph,ウィンドウ > 書式 > 段落,app.executeMenuCommand('internal palettes posing as plug-in menus-paragraph');,"execute menu command menu command string ""internal palettes posing as plug-in menus-paragraph""",app.executeMenuCommand({menuCommandString: 'internal palettes posing as plug-in menus-paragraph'});,16,99
606,menuCommandString_469,Adobe Paragraph Styles Palette,Window > Type > Paragraph Styles,ウィンドウ > 書式 > 段落スタイル,app.executeMenuCommand('Adobe Paragraph Styles Palette');,"execute menu command menu command string ""Adobe Paragraph Styles Palette""",app.executeMenuCommand({menuCommandString: 'Adobe Paragraph Styles Palette'});,16,99
607,menuCommandString_569,Generate,Window > Generated Variations,ウィンドウ > 生成されたバリエーション,app.executeMenuCommand('Generate');,"execute menu command menu command string ""Generate""",app.executeMenuCommand({menuCommandString: 'Generate'});,28.6,99.0
608,menuCommandString_568,Adobe Generative Patterns Panel,Window > Generate Patterns (Beta),ウィンドウ > 生成パターン (Beta),app.executeMenuCommand('Adobe Generative Patterns Panel'),"execute menu command menu command string ""Adobe Generative Patterns Panel""",app.executeMenuCommand({menuCommandString: 'Adobe Generative Patterns Panel'});,28.6,29.4
609,menuCommandString_586,Adobe Generative Patterns Panel,Window > Generate Patterns,ウィンドウ > パターンを生成,app.executeMenuCommand('Adobe Generative Patterns Panel');,"execute menu command menu command string ""Adobe Generative Patterns Panel""",app.executeMenuCommand({menuCommandString: 'Adobe Generative Patterns Panel'});,29.5,29.8
610,menuCommandString_470,Adobe Stroke Palette,Window > Stroke,ウィンドウ > 線,app.executeMenuCommand('Adobe Stroke Palette');,"execute menu command menu command string ""Adobe Stroke Palette""",app.executeMenuCommand({menuCommandString: 'Adobe Stroke Palette'});,16,99
611,menuCommandString_471,AI Magic Wand,Window > Magic Wand,ウィンドウ > 自動選択,app.executeMenuCommand('AI Magic Wand');,"execute menu command menu command string ""AI Magic Wand""",app.executeMenuCommand({menuCommandString: 'AI Magic Wand'});,16,99
612,menuCommandString_472,Adobe Transparency Palette Menu Item,Window > Transparency,ウィンドウ > 透明,app.executeMenuCommand('Adobe Transparency Palette Menu Item');,"execute menu command menu command string ""Adobe Transparency Palette Menu Item""",app.executeMenuCommand({menuCommandString: 'Adobe Transparency Palette Menu Item'});,16,99
613,menuCommandString_473,Adobe Art Style Plugin Other libraries menu item,Window > Graphic Style Libraries > Other Library…,ウィンドウ > グラフィックスタイルライブラリ > その他のライブラリ...,app.executeMenuCommand('Adobe Art Style Plugin Other libraries menu item');,"execute menu command menu command string ""Adobe Art Style Plugin Other libraries menu item""",app.executeMenuCommand({menuCommandString: 'Adobe Art Style Plugin Other libraries menu item'});,16,99
614,menuCommandString_474,Adobe Symbol Palette Plugin Other libraries menu item,Window > Symbol Libraries > Other Library…,ウィンドウ > シンボルライブラリ > その他のライブラリ...,app.executeMenuCommand('Adobe Symbol Palette Plugin Other libraries menu item');,"execute menu command menu command string ""Adobe Symbol Palette Plugin Other libraries menu item""",app.executeMenuCommand({menuCommandString: 'Adobe Symbol Palette Plugin Other libraries menu item'});,16,99
615,menuCommandString_542,AdobeSwatch_ Other libraries menu item,Window > Swatch Libraries > Other Library…,ウィンドウ > スウォッチライブラリ > その他のライブラリ...,app.executeMenuCommand('AdobeSwatch_ Other libraries menu item');,"execute menu command menu command string ""AdobeSwatch_ Other libraries menu item""",app.executeMenuCommand({menuCommandString: 'AdobeSwatch_ Other libraries menu item'});,16.0,99.0
616,menuCommandString_475,AdobeBrushMgrUI Other libraries menu item,Window > Brush Libraries > Other Library…,ウィンドウ > ブラシライブラリ > その他のライブラリ...,app.executeMenuCommand('AdobeBrushMgrUI Other libraries menu item');,"execute menu command menu command string ""AdobeBrushMgrUI Other libraries menu item""",app.executeMenuCommand({menuCommandString: 'AdobeBrushMgrUI Other libraries menu item'});,16,99
617,menuCommandString_476,helpcontent,Help > Illustrator Help…,ヘルプ > Illustrator ヘルプ...,app.executeMenuCommand('helpcontent');,"execute menu command menu command string ""helpcontent""",app.executeMenuCommand({menuCommandString: 'helpcontent'});,16,99
618,menuCommandString_477,about,Help > About Illustrator…,ヘルプ > Illustrator について...,app.executeMenuCommand('about');,"execute menu command menu command string ""about""",app.executeMenuCommand({menuCommandString: 'about'});,16,99
619,menuCommandString_478,about,Illustrator > About Illustrator…,Illustrator > Illustrator について...,app.executeMenuCommand('about');,"execute menu command menu command string ""about""",app.executeMenuCommand({menuCommandString: 'about'});,16,99
620,menuCommandString_594,whatsNewContent,Help > Tutorials...,ヘルプ > チュートリアル...,app.executeMenuCommand('whatsNewContent');,"execute menu command menu command string ""whatsNewContent""",app.executeMenuCommand({menuCommandString: 'whatsNewContent'});,27.9,99.0
621,menuCommandString_595,whatsNewContent,Help > What's New...,ヘルプ > 新機能...,app.executeMenuCommand('whatsNewContent');,"execute menu command menu command string ""whatsNewContent""",app.executeMenuCommand({menuCommandString: 'whatsNewContent'});,27.9,99.0
