index,id,menuCommandString,menu_en,menu_ja,extendscript,applescript,jxa,minVersion,maxVersion
263,menuCommandString_196,alternate glyph palette plugin,Type > Glyphs,書式 > 字形,app.executeMenuCommand('alternate glyph palette plugin');,"execute menu command menu command string ""alternate glyph palette plugin""",app.executeMenuCommand({menuCommandString: 'alternate glyph palette plugin'});,16,99
264,menuCommandString_592,point-area,Type > Type Conversion | Convert To Area Type | Convert To Point Type,書式 > 文字の種類を切り換え | エリア内文字に切り換え | ポイント文字に切り換え,app.executeMenuCommand('point-area');,"execute menu command menu command string ""point-area""",app.executeMenuCommand({menuCommandString: 'point-area'});,29.4,29.4
265,menuCommandString_591,point-area,Type > Text Type Conversion | Convert To Area Type | Convert To Point Type,書式 > 文字の種類を切り換え | エリア内文字に切り換え | ポイント文字に切り換え,app.executeMenuCommand('point-area');,"execute menu command menu command string ""point-area""",app.executeMenuCommand({menuCommandString: 'point-area'});,29.5,29.5
266,menuCommandString_603,point-area,Type > Text Type Conversion | Convert To Area Type | Convert To Point Type,書式 > 文字を切り換え | エリア内文字に切り換え | ポイント文字に切り換え,app.executeMenuCommand('point-area');,"execute menu command menu command string ""point-area""",app.executeMenuCommand({menuCommandString: 'point-area'});,29.6,99.0
267,menuCommandString_197,area-type-options,Type > Area Type Options…,書式 > エリア内文字オプション...,app.executeMenuCommand('area-type-options');,"execute menu command menu command string ""area-type-options""",app.executeMenuCommand({menuCommandString: 'area-type-options'});,16,99
268,menuCommandString_198,Rainbow,Type > Type on a Path > Rainbow,書式 > パス上文字オプション > 虹,app.executeMenuCommand('Rainbow');,"execute menu command menu command string ""Rainbow""",app.executeMenuCommand({menuCommandString: 'Rainbow'});,16,99
269,menuCommandString_199,Skew,Type > Type on a Path > Skew,書式 > パス上文字オプション > 歪み,app.executeMenuCommand('Skew');,"execute menu command menu command string ""Skew""",app.executeMenuCommand({menuCommandString: 'Skew'});,16,99
270,menuCommandString_200,3D ribbon,Type > Type on a Path > 3D Ribbon,書式 > パス上文字オプション > 3D リボン,app.executeMenuCommand('3D ribbon');,"execute menu command menu command string ""3D ribbon""",app.executeMenuCommand({menuCommandString: '3D ribbon'});,16,99
271,menuCommandString_201,Stair Step,Type > Type on a Path > Stair Step,書式 > パス上文字オプション > 階段状,app.executeMenuCommand('Stair Step');,"execute menu command menu command string ""Stair Step""",app.executeMenuCommand({menuCommandString: 'Stair Step'});,16,99
272,menuCommandString_202,Gravity,Type > Type on a Path > Gravity,書式 > パス上文字オプション > 引力,app.executeMenuCommand('Gravity');,"execute menu command menu command string ""Gravity""",app.executeMenuCommand({menuCommandString: 'Gravity'});,16,99
273,menuCommandString_203,typeOnPathOptions,Type > Type on a Path > Type on a Path Options...,書式 > パス上文字オプション > パス上文字オプション...,app.executeMenuCommand('typeOnPathOptions');,"execute menu command menu command string ""typeOnPathOptions""",app.executeMenuCommand({menuCommandString: 'typeOnPathOptions'});,16,99
274,menuCommandString_204,updateLegacyTOP,Type > Type on a Path > Update Legacy Type on a Path,書式 > パス上文字オプション > パス上文字を更新,app.executeMenuCommand('updateLegacyTOP');,"execute menu command menu command string ""updateLegacyTOP""",app.executeMenuCommand({menuCommandString: 'updateLegacyTOP'});,16,99
275,menuCommandString_205,Adobe internal composite font plugin,Type > Composite Fonts…,書式 > 合成フォント...,app.executeMenuCommand('Adobe internal composite font plugin');,"execute menu command menu command string ""Adobe internal composite font plugin""",app.executeMenuCommand({menuCommandString: 'Adobe internal composite font plugin'});,16,99
276,menuCommandString_206,Adobe Kinsoku Settings,Type > Kinsoku Shori Settings…,書式 > 禁則処理設定...,app.executeMenuCommand('Adobe Kinsoku Settings');,"execute menu command menu command string ""Adobe Kinsoku Settings""",app.executeMenuCommand({menuCommandString: 'Adobe Kinsoku Settings'});,16,99
277,menuCommandString_207,Adobe MojiKumi Settings,Type > Mojikumi Settings…,書式 > 文字組みアキ量設定...,app.executeMenuCommand('Adobe MojiKumi Settings');,"execute menu command menu command string ""Adobe MojiKumi Settings""",app.executeMenuCommand({menuCommandString: 'Adobe MojiKumi Settings'});,16,99
278,menuCommandString_208,threadTextCreate,Type > Threaded Text > Create,書式 > スレッドテキストオプション > 作成,app.executeMenuCommand('threadTextCreate');,"execute menu command menu command string ""threadTextCreate""",app.executeMenuCommand({menuCommandString: 'threadTextCreate'});,16,99
279,menuCommandString_209,releaseThreadedTextSelection,Type > Threaded Text > Release Selection,書式 > スレッドテキストオプション > 選択部分をスレッドから除外,app.executeMenuCommand('releaseThreadedTextSelection');,"execute menu command menu command string ""releaseThreadedTextSelection""",app.executeMenuCommand({menuCommandString: 'releaseThreadedTextSelection'});,16,99
280,menuCommandString_210,removeThreading,Type > Threaded Text > Remove Threading,書式 > スレッドテキストオプ���ョン > スレッドのリンクを解除,app.executeMenuCommand('removeThreading');,"execute menu command menu command string ""removeThreading""",app.executeMenuCommand({menuCommandString: 'removeThreading'});,16,99
281,menuCommandString_211,fitHeadline,Type > Fit Headline,書式 > ヘッドラインを合わせる,app.executeMenuCommand('fitHeadline');,"execute menu command menu command string ""fitHeadline""",app.executeMenuCommand({menuCommandString: 'fitHeadline'});,16,99
282,menuCommandString_212,outline,Type > Create Outlines,書式 > アウトラインを作成,app.executeMenuCommand('outline');,"execute menu command menu command string ""outline""",app.executeMenuCommand({menuCommandString: 'outline'});,16,99
283,menuCommandString_213,Adobe Illustrator Find Font Menu Item,Type > Find Font…,書式 > フォント検索...,app.executeMenuCommand('Adobe Illustrator Find Font Menu Item');,"execute menu command menu command string ""Adobe Illustrator Find Font Menu Item""",app.executeMenuCommand({menuCommandString: 'Adobe Illustrator Find Font Menu Item'});,16,25.9
284,menuCommandString_597,Adobe Illustrator Find Font Menu Item,Type > Find/Replace Font...,書式 > フォントの検索と置換...,app.executeMenuCommand('Adobe Illustrator Find Font Menu Item');,"execute menu command menu command string ""Adobe Illustrator Find Font Menu Item""",app.executeMenuCommand({menuCommandString: 'Adobe Illustrator Find Font Menu Item'});,26,99.0
285,menuCommandString_214,Adobe IllustratorUI Resolve Missing Font,Type > Resolve Missing Fonts…,書式 > 環境に無いフォントを解決する...,app.executeMenuCommand('Adobe IllustratorUI Resolve Missing Font');,"execute menu command menu command string ""Adobe IllustratorUI Resolve Missing Font""",app.executeMenuCommand({menuCommandString: 'Adobe IllustratorUI Resolve Missing Font'});,16,99
286,menuCommandString_215,UpperCase Change Case Item,Type > Change Case > UPPERCASE,書式 > 大文字と小文字の変更 > すべて大文字,app.executeMenuCommand('UpperCase Change Case Item');,"execute menu command menu command string ""UpperCase Change Case Item""",app.executeMenuCommand({menuCommandString: 'UpperCase Change Case Item'});,16,99
287,menuCommandString_216,LowerCase Change Case Item,Type > Change Case > lowercase,書式 > 大文字と小文字の変更 > すべて小文字,app.executeMenuCommand('LowerCase Change Case Item');,"execute menu command menu command string ""LowerCase Change Case Item""",app.executeMenuCommand({menuCommandString: 'LowerCase Change Case Item'});,16,99
288,menuCommandString_217,Title Case Change Case Item,Type > Change Case > Title Case,書式 > 大文字と小文字の変更 > 単語の先頭のみ大文字,app.executeMenuCommand('Title Case Change Case Item');,"execute menu command menu command string ""Title Case Change Case Item""",app.executeMenuCommand({menuCommandString: 'Title Case Change Case Item'});,16,99
289,menuCommandString_218,Sentence case Change Case Item,Type > Change Case > Sentence case,書式 > 大文字と小文字の変更 > 文頭のみ大文字,app.executeMenuCommand('Sentence case Change Case Item');,"execute menu command menu command string ""Sentence case Change Case Item""",app.executeMenuCommand({menuCommandString: 'Sentence case Change Case Item'});,16,99
290,menuCommandString_219,Adobe Illustrator Smart Punctuation Menu Item,Type > Smart Punctuation…,書式 > 句読点の自動調節...,app.executeMenuCommand('Adobe Illustrator Smart Punctuation Menu Item');,"execute menu command menu command string ""Adobe Illustrator Smart Punctuation Menu Item""",app.executeMenuCommand({menuCommandString: 'Adobe Illustrator Smart Punctuation Menu Item'});,16,99
291,menuCommandString_220,Adobe Optical Alignment Item,Type > Optical Margin Alignment,書式 > 最適なマージン揃え,app.executeMenuCommand('Adobe Optical Alignment Item');,"execute menu command menu command string ""Adobe Optical Alignment Item""",app.executeMenuCommand({menuCommandString: 'Adobe Optical Alignment Item'});,16,99
292,menuCommandString_555,convert list style to text,Type > Bullets and Numbering > Convert to text,書式 > 箇条書き > テキストに変換,app.executeMenuCommand('convert list style to text');,"execute menu command menu command string ""convert list style to text""",app.executeMenuCommand({menuCommandString: 'convert list style to text'});,27.1,99
293,menuCommandString_615,~bullet,Type > Insert Special Character > Symbols > Bullet,書式 > 特殊文字を挿入 > 記号 > ビュレット,app.executeMenuCommand('~bullet');,"execute menu command menu command string ""~bullet""",app.executeMenuCommand({menuCommandString: '~bullet'});,29.4,99.0
294,menuCommandString_616,~copyright,Type > Insert Special Character > Symbols > Copyright Symbol,書式 > 特殊文字を挿入 > 記号 > 著作権記号,app.executeMenuCommand('~copyright');,"execute menu command menu command string ""~copyright""",app.executeMenuCommand({menuCommandString: '~copyright'});,29.4,99.0
295,menuCommandString_617,~ellipsis,Type > Insert Special Character > Symbols > Ellipsis,書式 > 特殊文字を挿入 > 記号 > 省略記号,app.executeMenuCommand('~ellipsis');,"execute menu command menu command string ""~ellipsis""",app.executeMenuCommand({menuCommandString: '~ellipsis'});,29.4,99.0
296,menuCommandString_618,~paragraphSymbol,Type > Insert Special Character > Symbols > Paragraph Symbol,書式 > 特殊文字を挿入 > 記号 > 段落記号,app.executeMenuCommand('~paragraphSymbol');,"execute menu command menu command string ""~paragraphSymbol""",app.executeMenuCommand({menuCommandString: '~paragraphSymbol'});,29.4,99.0
297,menuCommandString_619,~registeredTrademark,Type > Insert Special Character > Symbols > Registered Trademark Symbol,書式 > 特殊文字を挿入 > 記号 > 登録商標記号,app.executeMenuCommand('~registeredTrademark');,"execute menu command menu command string ""~registeredTrademark""",app.executeMenuCommand({menuCommandString: '~registeredTrademark'});,29.4,99.0
298,menuCommandString_620,~sectionSymbol,Type > Insert Special Character > Symbols > Section Symbol,書式 > 特殊文字を挿入 > 記号 > セクション記号,app.executeMenuCommand('~sectionSymbol');,"execute menu command menu command string ""~sectionSymbol""",app.executeMenuCommand({menuCommandString: '~sectionSymbol'});,29.4,99.0
